,County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level.1,AdvisoryLevelDescription,Contact_Organization,County.1,Landmark.1,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name.1,DetailStaticText,Bloom_Longitude_Corrected,Bloom_Latitude_x,Bloom_Latitude_y,Bloom_Longitude
479,Trinity,Trinity Lake,Resort,None,10/25/2024,No cyano bloom w/testing; Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",7/5/2023 8:57,4227,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,RB1 FHAB,Trinity,Resort,6/25/2023 0:00,County Environmental Health Department,Region 1 - North Coast,United States Forest Service,Trinity Lake,Detail,-122.8,40.8,40.84365,-122.82608
480,Trinity,Trinity Lake,Resort,None,10/25/2024,No cyano bloom w/testing; Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples did not detect presence of harmful algal bloom produced by cyanobacteria.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",7/5/2023 8:57,4227,None,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,RB1 FHAB,Trinity,Resort,6/25/2023 0:00,County Environmental Health Department,Region 1 - North Coast,United States Forest Service,Trinity Lake,Detail,-122.8,40.8,40.84365,-122.82608
481,Tulare,Kaweah Lake,Boat Ramp,Algal mat general awareness,10/16/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/13/2023 10:35,4404,Algal mat general awareness,No bloom advisory. General awareness signs are educational and are recommended to be displayed at recreational waterbodies to provide info on potential bloom conditions and precautions.,,Tulare,Boat Ramp,9/28/2023 0:00,,Region 5 - Central Valley,County Environmental Health Department,Kaweah Lake,Detail,-119,36.4,,
482,Tulare,,Slick Rock,Algal mat general awareness,10/16/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/13/2023 10:36,4405,Algal mat general awareness,No bloom advisory. General awareness signs are educational and are recommended to be displayed at recreational waterbodies to provide info on potential bloom conditions and precautions.,,Tulare,Slick Rock,9/28/2023 0:00,,Region 5 - Central Valley,County Environmental Health Department,Kaweah Lake,Detail,-118.9,36.4,,
483,Tulare,Kaweah River,"Kaweah River Private Dr, West of Dinely Dr.",Algal mat general awareness,10/16/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/13/2023 10:38,4406,Algal mat general awareness,No bloom advisory. General awareness signs are educational and are recommended to be displayed at recreational waterbodies to provide info on potential bloom conditions and precautions.,,Tulare,"Kaweah River Private Dr, West of Dinely Dr.",9/28/2023 0:00,,Region 5 - Central Valley,County Environmental Health Department,Kaweah River,Detail,-118.9,36.5,,
484,Tulare,,Sequoia RV Park,Algal mat general awareness,10/16/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/13/2023 10:39,4407,Algal mat general awareness,No bloom advisory. General awareness signs are educational and are recommended to be displayed at recreational waterbodies to provide info on potential bloom conditions and precautions.,,Tulare,Sequoia RV Park,9/28/2023 0:00,,Region 5 - Central Valley,County Environmental Health Department,Kaweah River,Detail,-118.9,36.5,,
485,Tulare,North Fork Kaweah River,~1.5mi above Sheep Creek near town of Advance,Last verified >90 days ago,8/9/2024,Bottom/benthic bloom observed,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",8/9/2024 10:23,4653,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Department Fish and Wildlife,Tulare,~1.5mi above Sheep Creek near town of Advance,7/31/2024 0:00,,Region 5 - Central Valley,,North Fork Kaweah River,Detail,-118.9,36.5,,
486,Tuolumne,Bass Pond,Southwest corner,Last verified >90 days ago,5/24/2024,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,5/24/2024 10:11,4489,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Tuolumne,Southwest corner,5/18/2024 0:00,,Region 5 - Central Valley,,Bass Pond,Detail,-120.2,37.9,,
487,Tuolumne,Dry Meadow Creek,Dry Meadow Creek above FS Fire Station,Last verified >90 days ago,7/25/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",7/25/2024 14:35,4623,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Tuolumne,Dry Meadow Creek above FS Fire Station,7/16/2024 0:00,,Region 5 - Central Valley,,Dry Meadow Creek,Detail,-120.1,38.2,,
488,Tuolumne,Pine Mountain Lake,bass pond south,Last verified >30 days ago,10/8/2024,Advisory based on visual and toxins; Lake-wide advisory,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,10/8/2024 15:48,4723,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Maintenance and Operation Pine Mountain Lake Assoc.,Tuolumne,bass pond south,9/26/2024 0:00,,Region 5 - Central Valley,,Pine Mountain Lake,Detail,-120.2,37.9,,
489,Tuolumne,,Pine Mountain Lake Dam,Last verified >30 days ago,8/28/2024,*,*,9/8/2022 9:29,3702,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,McCord Environmental,Tuolumne,Pine Mountain Lake Dam,8/29/2022 0:00,,Region 5 - Central Valley,,Pine Mountain Lake,Detail,-120.2,37.9,,
490,Tuolumne,,Pine Mountain Lake Lodge,Last verified >90 days ago,5/24/2024,"No cyano, other algae present.",Water testing of samples indicated no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae are present that are not known to produce toxins.,6/9/2022 17:10,3466,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,McCord Environmental,Tuolumne,Pine Mountain Lake Lodge,6/9/2022 0:00,,Region 5 - Central Valley,,Pine Mountain Lake,Detail,-120.2,37.8,,
491,Tuolumne,Unnamed pond,bass pond in Pine Mountain Lake town,Last verified >30 days ago,8/28/2024,Lake-wide advisory,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.,8/28/2024 10:55,4685,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,McCord,Tuolumne,bass pond in Pine Mountain Lake town,8/22/2024 0:00,,Region 5 - Central Valley,,Unnamed pond,Detail,-120.2,37.9,,
492,Yolo,Cache Creek,Cache Creek Nature Preserve - creek accesss point,Last verified >30 days ago,9/16/2024,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,9/16/2024 19:12,4713,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Yolo,Cache Creek Nature Preserve - creek accesss point,9/10/2024 0:00,,Region 5 - Central Valley,,Cache Creek,Detail,-121.9,38.7,,
493,Yolo,,Cache Creek Regional Park Lower,Last verified >30 days ago,8/30/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,8/9/2024 10:25,4654,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,CVRWQCB,Yolo,Cache Creek Regional Park Lower,8/2/2024 0:00,,Region 5 - Central Valley,,Cache Creek,Detail,-122.3,38.9,,
494,Yolo,,Nichols' Park,Last verified >30 days ago,8/30/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,8/22/2024 11:32,4669,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Yolo,Nichols' Park,8/22/2024 0:00,,Region 5 - Central Valley,,Cache Creek,Detail,-122.2,38.8,,
495,Yolo,,Whitewater Adventures Company,Last verified >90 days ago,8/9/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,7/31/2024 17:44,4638,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Yolo,Whitewater Adventures Company,7/27/2024 0:00,,Region 5 - Central Valley,,Cache creek,Detail,-122.3,38.9,,
496,Yolo,Lake Washington,Lake Washington Sailing Club,Last verified >30 days ago,8/16/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,7/29/2024 9:12,4630,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Yolo,Lake Washington Sailing Club,7/28/2024 0:00,,Region 5 - Central Valley,,Lake Washington,Detail,-121.6,38.6,,
497,Yolo,Stonegate Lake,Outlet,Last verified >90 days ago,5/13/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,10/28/2022 17:12,3783,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,McCord Environmental,Yolo,Outlet,10/11/2022 0:00,,Region 5 - Central Valley,,Stonegate Lake,Detail,-121.8,38.5,,
498,Yuba,New Bullards Bar Reservoir,North Yuba Confluence with New Bullards Bar Reservoir,Last verified >90 days ago,7/26/2024,Under investigation; Visual monitoring only-present bloom,This report is under investigation.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,7/23/2024 15:30,4620,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Yuba County Water Agency,Yuba,North Yuba Confluence with New Bullards Bar Reservoir,7/23/2024 0:00,,Region 5 - Central Valley,,New Bullards Bar Reservoir,Detail,-121.1,39.5,,
499,Alameda,Berkeley Aquatic Park,aquatic park,Last verified >90 days ago,7/31/2023,Marine bloom suspected (red tide); Under investigation,"Marine bloom or “red tide” are suspected in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. Until water monitoring results are provided to confirm presence of red tide in this area, we recommend people and pets avoid contact with the water during times of any water discoloration or dense blooms in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system.   This report is under investigation.",2/9/2023 17:26,4055,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Regional Water Board,Alameda,aquatic park,2/7/2023 0:00,,Region 2 - San Francisco Bay,,Berkeley Aquatic Park,Detail,-122.3,37.9,,
500,Alameda,,Southwest shorline of Berkeley Aquatic Park,Last verified >90 days ago,8/28/2023,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/10/2023 12:32,4092,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Dept of Water Resources,Alameda,Southwest shorline of Berkeley Aquatic Park,5/8/2023 0:00,,Region 2 - San Francisco Bay,,Berkeley Aquatic Park,Detail,-122.3,37.9,,
501,Alameda,Lake Chabot,Lake Chabot,Last verified >90 days ago,2/13/2023,Suspected illness reported; Under investigation,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.  This report is under investigation.",2/13/2023 11:24,4060,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,"OEHHA, PETB",Alameda,Lake Chabot,2/11/2023 0:00,,Region 2 - San Francisco Bay,,Lake Chabot,Detail,-122.1,37.7,,
502,Alameda,Lake Merritt,Lake Merritt at Bandstand Beach,Last verified >90 days ago,9/7/2023,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",9/7/2023 8:06,4378,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Rotary Nature Center Friends,Alameda,Lake Merritt at Bandstand Beach,8/29/2023 0:00,,Region 2 - San Francisco Bay,,Lake Merritt,Detail,-122.3,37.8,,
503,Alameda,Redwood Creek,Redwood Creek near intersection of Chown Trail and Stream Trail,Last verified >90 days ago,6/15/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",6/15/2023 8:58,4162,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Department of Fish and Wildlife,Alameda,Redwood Creek near intersection of Chown Trail and Stream Trail,6/5/2023 0:00,,Region 2 - San Francisco Bay,,Redwood Creek,Detail,-122.2,37.8,,
504,Alameda,"San Francisco Bay, Central",Berkeley Marina,Last verified >90 days ago,8/1/2023,Marine bloom present (red tide),"Marine bloom or “red tide” reported in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. CA Water Boards agency recommends people and pets avoid contact with the water during times of any dense blooms or discoloration in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system. Report any illnesses of human or animals (domestic and wild) to https://tinyurl.com/HABReport1. More information about marine harmful algal blooms is available on Dept. of Public Health’s Marine Biotoxin Monitoring Program webpage at: https://tinyurl.com/5e8uc9k4.",7/31/2023 13:14,4298,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,City of Berkeley,Alameda,Berkeley Marina,7/28/2023 0:00,,Region 2 - San Francisco Bay,,"San Francisco Bay, Central",Detail,-122.3,37.9,,
505,Alameda,,Emeryville,Last verified >90 days ago,8/1/2023,Marine bloom suspected (red tide),"Marine bloom or “red tide” are suspected in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. Until water monitoring results are provided to confirm presence of red tide in this area, we recommend people and pets avoid contact with the water during times of any water discoloration or dense blooms in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system.",8/1/2023 16:07,4308,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Baykeeper,Alameda,Emeryville,7/30/2023 0:00,,Region 2 - San Francisco Bay,,"San Francisco Bay, Central",Detail,-122.3,37.8,,
506,Alameda,"San Francisco Bay, Lower",Bay Farm Alameda,Last verified >90 days ago,8/7/2023,Marine bloom suspected (red tide),"Marine bloom or “red tide” are suspected in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. Until water monitoring results are provided to confirm presence of red tide in this area, we recommend people and pets avoid contact with the water during times of any water discoloration or dense blooms in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system.",8/6/2023 19:35,4318,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Alameda,Bay Farm Alameda,8/6/2023 0:00,,Region 2 - San Francisco Bay,,"San Francisco Bay, Lower",Detail,-122.3,37.7,,
507,Alpine,Bryant Creek,Bryant Creek ~1.2mi below Mountaineer Cr.,Last verified >90 days ago,10/11/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",10/11/2023 9:37,4401,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Alpine,Bryant Creek ~1.2mi below Mountaineer Cr.,9/26/2023 0:00,,Region 6 - Lahontan,,Bryant Creek,Detail,-119.6,38.8,,
508,Alpine,Forestdale Creek,"Forestdale Creek, upper",Last verified >90 days ago,10/11/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",10/11/2023 9:42,4402,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Alpine,"Forestdale Creek, upper",9/28/2023 0:00,,Region 6 - Lahontan,,Forestdale Creek,Detail,-120,38.7,,
509,Alpine,Indian Creek,Indian Creek ~1.9mi above EF Carson R.,Last verified >90 days ago,9/1/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",9/1/2023 10:24,4368,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Alpine,Indian Creek ~1.9mi above EF Carson R.,8/24/2023 0:00,,Region 6 - Lahontan,,Indian Creek,Detail,-119.8,38.7,,
510,Alpine,Leviathan Creek,"Leviathan Cr, upper",Last verified >90 days ago,9/1/2023,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",9/1/2023 10:31,4370,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Alpine,"Leviathan Cr, upper",8/23/2023 0:00,,Region 6 - Lahontan,,Leviathan Creek,Detail,-119.6,38.7,,
511,Alpine,Red Lake Creek,Red Lake Creek Nearest Red Lake (633RLC05),Last verified >90 days ago,11/2/2023,Updates from routine monitoring program-organization; visual monitoring based advisory,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/1/2023 14:05,4305,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Alpine,Red Lake Creek Nearest Red Lake (633RLC05),7/24/2023 0:00,California Department of Fish and Wildlife,Region 6 - Lahontan,California Department of Fish and Wildlife,Red Lake Creek,Detail,-120,38.7,,
512,Alpine,West Fork Carson River,West Fork Carson River at Paynesville Bridge,Last verified >90 days ago,10/3/2023,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,10/3/2023 8:19,4396,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Alpine,West Fork Carson River at Paynesville Bridge,9/21/2023 0:00,,Region 6 - Lahontan,,West Fork Carson River,Detail,-119.8,38.8,,
513,Alpine,,"West Fork Carson River, upper Faith",Last verified >90 days ago,10/11/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",10/11/2023 9:28,4400,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Alpine,"West Fork Carson River, upper Faith",9/25/2023 0:00,,Region 6 - Lahontan,,West Fork Carson River,Detail,-119.9,38.7,,
514,Butte,Phantom Falls creek,"Phantom Falls in North Table Mountain Ecological Reserve, Gold Run",Last verified >90 days ago,5/11/2023,Advisory based on visual and toxins; Bottom/benthic bloom observed,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",5/2/2023 12:19,4087,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CA Dept of Fish and Wildlife,Butte,"Phantom Falls in North Table Mountain Ecological Reserve, Gold Run",4/26/2023 0:00,California Department of Fish and Wildlife,Region 5 - Central Valley,,Phantom Falls creek,Detail,-121.6,39.6,,
515,Colusa,Little Stony Creek,Little Stony Creek Below Frenzel Creek,Last verified >90 days ago,5/31/2023,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,6/16/2022 14:02,3477,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Department of Fish and Wildlife,Colusa,Little Stony Creek Below Frenzel Creek,6/9/2022 0:00,,Region 5 - Central Valley,,Little Stony Creek,Detail,-122.6,39.3,,
516,Contra Costa,Bethel Island,Stone Rd. and Sea Drift Dr.,Last verified >90 days ago,8/3/2023,Suspected illness reported; Under investigation,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.  This report is under investigation.",7/26/2023 15:44,4290,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,OEHHA,Contra Costa,Stone Rd. and Sea Drift Dr.,7/26/2023 0:00,,Region 5 - Central Valley,,Bethel Island,Detail,-121.6,38,,
517,Contra Costa,Delta Coves,Delta coves,Last verified >90 days ago,6/27/2023,Floating/planktonic bloom observed,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.",6/27/2023 8:17,4190,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,Delta coves,6/25/2023 0:00,,Region 5 - Central Valley,California Department of Water Resources,Delta Coves,Detail,-121.6,38,,
518,Contra Costa,,Navigators Place Cove,Last verified >90 days ago,7/17/2023,Under investigation,This report is under investigation.,7/16/2023 21:15,4273,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,Navigators Place Cove,7/16/2023 0:00,,Region 5 - Central Valley,,Delta Coves,Detail,-121.6,38,,
519,Contra Costa,False River,near Oakley (FAL),Last verified >90 days ago,11/6/2023,"Suspected bloom, investigation ongoing; Visual monitoring only-present bloom","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",1/30/2023 16:39,4049,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,near Oakley (FAL),1/17/2023 0:00,,Region 5 - Central Valley,,False River,Detail,-121.7,38.1,,
520,Contra Costa,Fisherman's Cut,near San Joaquin River (FCT),Last verified >90 days ago,11/6/2023,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",1/30/2023 16:50,4050,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,near San Joaquin River (FCT),1/17/2023 0:00,,Region 5 - Central Valley,,Fisherman's Cut,Detail,-121.6,38.1,,
521,Contra Costa,Frank's Tract,Frank's Tract near Russo's Landing,Last verified >90 days ago,9/15/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/23/2023 11:19,4116,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CA Department of Water Resources,Contra Costa,Frank's Tract near Russo's Landing,5/11/2023 0:00,,Region 5 - Central Valley,,Frank's Tract,Detail,-121.6,38,,
522,Contra Costa,Los Vaqueros Reservoir,north shore,Last verified >90 days ago,7/6/2023,"satellite based visual observation; Suspected bloom, investigation ongoing","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.  Satellite imagery detects a suspected cyanobacteria bloom. Once additional information is received from local agencies this report will be updated.",7/5/2023 16:37,4231,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Contra Costa Water District,Contra Costa,north shore,7/2/2023 0:00,Unknown,Region 5 - Central Valley,City Department,Los Vaqueros Reservoir,Detail,-121.7,37.8,,
523,Contra Costa,Old River,Old River downstream of Clifton Court Forebay Intake (WCI),Last verified >90 days ago,9/8/2023,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",1/18/2023 14:36,3980,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Department of Water Resources,Contra Costa,Old River downstream of Clifton Court Forebay Intake (WCI),1/11/2023 0:00,,Region 5 - Central Valley,,Old River,Detail,-121.6,37.8,,
524,Contra Costa,"San Francisco Bay, Central",Richmond Marina,Last verified >90 days ago,8/1/2023,Marine bloom present (red tide),"Marine bloom or “red tide” reported in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. CA Water Boards agency recommends people and pets avoid contact with the water during times of any dense blooms or discoloration in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system. Report any illnesses of human or animals (domestic and wild) to https://tinyurl.com/HABReport1. More information about marine harmful algal blooms is available on Dept. of Public Health’s Marine Biotoxin Monitoring Program webpage at: https://tinyurl.com/5e8uc9k4.",8/1/2023 15:41,4306,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CDPH,Contra Costa,Richmond Marina,7/31/2023 0:00,,Region 2 - San Francisco Bay,,"San Francisco Bay, Central",Detail,-122.4,37.9,,
525,Contra Costa,San Joaquin River,San Joaquin River @ Antioch Ship Channel,Last verified >90 days ago,9/15/2023,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/23/2023 11:12,4115,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CA Department of Water Resources,Contra Costa,San Joaquin River @ Antioch Ship Channel,5/11/2023 0:00,,Region 5 - Central Valley,,San Joaquin River,Detail,-121.8,38,,
