County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level,AdvisoryLevelDescription,Contact_Organization,County,Landmark,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name,DetailStaticText,Bloom Longitude Corrected,Bloom_Latitude
San Joaquin,McLeod Lake,Morelli Park (MP),Last verified >30 days ago,9/25/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/11/2022 10:02,3266,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Restore the Delta,San Joaquin,Morelli Park (MP),5/2/2022 0:00,,Region 5 - Central Valley,,McLeod Lake,Detail,-121.30646,37.95301
San Joaquin,Middle River,Middle River at Howard Rd (MHO),Refer to report details,11/13/2024,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/18/2023 14:40,3984,Refer to report details,"No bloom advisory. Refer to ""Report Details"" for additional info.",Department of Water Resources (DWR),San Joaquin,Middle River at Howard Rd (MHO),1/5/2023 0:00,,Region 5 - Central Valley,,Middle River,Detail,-121.38332,37.87620
San Joaquin,Middle River,Middle River at Tracy (MRX),Refer to report details,11/13/2024,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/18/2023 14:42,3987,Refer to report details,"No bloom advisory. Refer to ""Report Details"" for additional info.",Department of Water Resources (DWR),San Joaquin,Middle River at Tracy (MRX),1/5/2023 0:00,,Region 5 - Central Valley,,Middle River,Detail,-121.46742,37.88134
San Joaquin,Middle River,Middle River at Undine (MRU),Refer to report details,11/13/2024,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/18/2023 14:41,3985,Refer to report details,"No bloom advisory. Refer to ""Report Details"" for additional info.",Department of Water Resources (DWR),San Joaquin,Middle River at Undine (MRU),1/5/2023 0:00,,Region 5 - Central Valley,,Middle River,Detail,-121.38572,37.83400
San Joaquin,Mormon Slough,near W. Weber Ave. (MS),Last verified >30 days ago,9/25/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/11/2022 9:56,3265,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Restore the Delta,San Joaquin,near W. Weber Ave. (MS),5/2/2022 0:00,,Region 5 - Central Valley,,Mormon Slough,Detail,-121.30437,37.95184
San Joaquin,Old River,at Head of Old River (OH1),Refer to report details,11/13/2024,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/17/2023 16:45,3975,Refer to report details,"No bloom advisory. Refer to ""Report Details"" for additional info.",Department of Water Resources (DWR),San Joaquin,at Head of Old River (OH1),1/12/2023 0:00,California Department of Water Resources,Region 5 - Central Valley,California Department of Water Resources,Old River,Detail,-121.33140,37.80749
San Joaquin,Old River,at Mountain House (ORM),Refer to report details,11/13/2024,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/11/2023 16:05,3955,Refer to report details,"No bloom advisory. Refer to ""Report Details"" for additional info.",Dept of Water Resources,San Joaquin,at Mountain House (ORM),1/1/2023 0:00,,Region 5 - Central Valley,California Department of Water Resources,Old River,Detail,-121.51740,37.79382
San Joaquin,Old River,Downstream of the ORT Barrier (ODM),Visual observation of a bloom,11/13/2024,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",3/10/2023 12:14,4070,Visual observation of a bloom,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",Department of Water Resources,San Joaquin,Downstream of the ORT Barrier (ODM),3/7/2023 0:00,,Region 5 - Central Valley,California Department of Water Resources,Old River,Detail,-121.54443,37.81096
San Joaquin,Old River,near Doughty Cut (ORX),Refer to report details,11/13/2024,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/17/2023 16:50,3976,Refer to report details,"No bloom advisory. Refer to ""Report Details"" for additional info.",Department of Water Resources (DWR),San Joaquin,near Doughty Cut (ORX),1/12/2023 0:00,,Region 5 - Central Valley,California Department of Water Resources,Old River,Detail,-121.38335,37.81368
San Joaquin,Old River,Old River at Tracy Wildlife Association (TWA),Refer to report details,11/13/2024,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/18/2023 15:23,3990,Refer to report details,"No bloom advisory. Refer to ""Report Details"" for additional info.",Department of Water Resources (DWR),San Joaquin,Old River at Tracy Wildlife Association (TWA),1/5/2023 0:00,,Region 5 - Central Valley,,Old River,Detail,-121.45744,37.80283
San Joaquin,San Joaquin River,Stockton Rod and Gun Club (SJ),Last verified >30 days ago,9/25/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/11/2022 9:10,3264,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Restore the Delta,San Joaquin,Stockton Rod and Gun Club (SJ),5/4/2022 0:00,,Region 5 - Central Valley,,San Joaquin River,Detail,-121.34413,37.95432
San Joaquin,San Joaquin River,Windmill Cove (WC),Last verified >30 days ago,9/25/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/11/2022 8:58,3262,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Restore the Delta,San Joaquin,Windmill Cove (WC),5/5/2022 0:00,,Region 5 - Central Valley,,San Joaquin River,Detail,-121.41622,37.99431
San Joaquin,Smith Canal,near American Legion Park (SC),Last verified >30 days ago,9/25/2024,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",5/11/2022 9:04,3263,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Restore the Delta,San Joaquin,near American Legion Park (SC),5/4/2022 0:00,,Region 5 - Central Valley,,Smith Canal,Detail,-121.30687,37.96707
San Joaquin,Victoria Canal,near Union Point (VCU),Last verified >30 days ago,10/11/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/11/2023 16:26,3961,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Dept of Water Resources,San Joaquin,near Union Point (VCU),1/1/2023 0:00,,Region 5 - Central Valley,California Department of Water Resources,Victoria Canal,Detail,-121.53001,37.87095
San Luis Obispo,Atascadero Lake,Mr. Putters Boathouse,Last verified >90 days ago,7/16/2024,Suspected illness reported,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",7/16/2024 10:26,4610,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CA Dept of Fish and Wildlife,San Luis Obispo,Mr. Putters Boathouse,7/16/2024 0:00,City Department,Region 3 - Central Coast,Unknown,Atascadero Lake,Detail,-120.66645,35.46479
San Luis Obispo,Laguna Lake,at dock near Lake Side Trail (310LAGDOC),Last verified >30 days ago,8/26/2024,Testing results below posting triggers,Water testing of samples resulted in no exceedance of an advisory trigger threshold.,5/26/2022 11:29,3406,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Board,San Luis Obispo,at dock near Lake Side Trail (310LAGDOC),5/16/2022 0:00,,Region 3 - Central Coast,,Laguna Lake,Detail,-120.68731,35.26597
San Luis Obispo,Lake Nacimiento,Lake Nacimiento at day use area,Last verified >30 days ago,8/26/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/30/2022 15:35,3503,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,San Luis Obispo,Lake Nacimiento at day use area,6/23/2022 0:00,,Region 3 - Central Coast,,Lake Nacimiento,Detail,-120.90135,35.76079
San Luis Obispo,Lake Nacimiento,Lake Nacimiento at main marina launch,Last verified >30 days ago,8/26/2024,Rec algal mat general awareness; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water Boards recommends posting of “algal mats general awareness sign” for HABs at this site and nearby access points.",5/27/2022 9:42,3427,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,San Luis Obispo,Lake Nacimiento at main marina launch,5/19/2022 0:00,,Region 3 - Central Coast,,Lake Nacimiento,Detail,-120.90518,35.76054
San Luis Obispo,Lopez Lake,at Cottonwood Cove (310LPZCOT),Last verified >90 days ago,6/28/2024,Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/26/2022 11:36,3408,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Central Coast Regional Water Board,San Luis Obispo,at Cottonwood Cove (310LPZCOT),5/16/2022 0:00,City Department,Region 3 - Central Coast,Unknown,Lopez Lake,Detail,-120.46493,35.19549
San Luis Obispo,Lopez Lake,Lopez Lake,Last verified >90 days ago,6/25/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/12/2022 10:46,3624,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,San Luis Obispo,Lopez Lake,8/11/2022 0:00,,Region 3 - Central Coast,,Lopez Lake,Detail,-120.48253,35.18802
San Luis Obispo,Lopez Lake,Lopez Lake at Ranger dock (310LPZRDK),Last verified >90 days ago,6/28/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",12/9/2022 9:16,3830,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,San Luis Obispo,Lopez Lake at Ranger dock (310LPZRDK),11/29/2022 0:00,,Region 3 - Central Coast,,Lopez Lake,Detail,-120.46476,35.19395
San Luis Obispo,Lopez Lake,various locations across lake,Last verified >30 days ago,8/26/2024,Lake-wide advisory,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.,7/5/2024 9:11,4567,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,County of San Luis Obispo,San Luis Obispo,various locations across lake,7/4/2024 0:00,,Region 3 - Central Coast,,Lopez Lake,Detail,-120.47712,35.18979
San Luis Obispo,Oso Flaco Creek,Oso Flaco Creek at beach,Last verified >30 days ago,8/26/2024,Floating/planktonic bloom observed; Updates from routine monitoring program-organization,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/26/2022 11:25,3404,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,San Luis Obispo,Oso Flaco Creek at beach,5/16/2022 0:00,,Region 3 - Central Coast,,Oso Flaco Creek,Detail,-120.63345,35.03368
San Luis Obispo,Oso Flaco Lake,Oso Flaco Lake boardwark at first alcove,Last verified >30 days ago,8/26/2024,Floating/planktonic bloom observed; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/26/2022 11:27,3405,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,San Luis Obispo,Oso Flaco Lake boardwark at first alcove,5/16/2022 0:00,,Region 3 - Central Coast,,Oso Flaco Lake,Detail,-120.62103,35.03066
San Luis Obispo,Santa Margarita Lake,"Santa Margarita Lake at Marina, main launch",Last verified >30 days ago,8/26/2024,Rec general awareness; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water Boards recommends posting “general awareness sign” for HABs at this site and nearby access points.",5/27/2022 10:17,3430,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Central Coast Regional Water Quality Control Board,San Luis Obispo,"Santa Margarita Lake at Marina, main launch",5/19/2022 0:00,,Region 3 - Central Coast,,Santa Margarita Lake,Detail,-120.48962,35.32780
San Luis Obispo,Unnamed pond,SE Hwy 58 off Blue Ridge Rd,Last verified >90 days ago,5/24/2024,Under investigation,This report is under investigation.,5/22/2024 15:29,4488,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,San Luis Obispo,SE Hwy 58 off Blue Ridge Rd,5/22/2024 0:00,,Region 3 - Central Coast,,Unnamed pond,Detail,-120.47141,35.43777
San Mateo,Alpine Pond,Skyline Ridge open space preserve near hwy 35,Last verified >30 days ago,9/9/2024,Visual monitoring only-present bloom,Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,9/4/2024 8:51,4697,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Midpeninsula Regional Open Space District,San Mateo,Skyline Ridge open space preserve near hwy 35,8/22/2024 0:00,Local Park and Recreation Department,Region 2 - San Francisco Bay,,Alpine Pond,Detail,-122.18881,37.31323
San Mateo,Butano Creek,Girl Scout camp,Last verified >90 days ago,5/29/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,5/29/2024 9:27,4502,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,San Mateo,Girl Scout camp,5/20/2024 0:00,,Region 2 - San Francisco Bay,,Butano Creek,Detail,-122.33254,37.22474
San Mateo,Foster City Marina Lagoon,near Parkside Aquatic Park (204SLS050),Last verified >30 days ago,8/28/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/21/2024 12:57,4485,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,San Francisco Bay RWQCB,San Mateo,near Parkside Aquatic Park (204SLS050),5/14/2024 0:00,,Region 2 - San Francisco Bay,,Foster City Marina Lagoon,Detail,-122.29150,37.56046
San Mateo,Leslie Creek,At Delaware St San Mateo,Caution,11/8/2024,Marine bloom present (red tide),"Marine bloom or “red tide” reported in this area. Red tides appear reddish-brown color and can cause marine animal impacts, particularly for fish. CA Water Boards agency recommends people and pets avoid contact with the water during times of any dense blooms or discoloration in the water. People exposed to marine algae blooms via water contact may experience irritation of the eyes, skin, or respiratory system. Report any illnesses of human or animals (domestic and wild) to https://tinyurl.com/HABReport1. More information about marine harmful algal blooms is available on Dept. of Public Health’s Marine Biotoxin Monitoring Program webpage at: https://tinyurl.com/5e8uc9k4.",11/8/2024 10:22,4746,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",San Francisco Regional Water Board,San Mateo,At Delaware St San Mateo,10/8/2024 0:00,,Region 2 - San Francisco Bay,City Department,Leslie Creek,Detail,-122.30894,37.55710
San Mateo,Leslie Creek,At Kehoe Ave upstream of lagoon,Caution,11/8/2024,Alert-detached mats observed,"Alert! Observations of floating or stranded algal mats accumulating at this site indicating elevated health risk to humans and animals, children and dogs should avoid touching mat material.",11/8/2024 10:27,4747,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",San Francisco Regional Water Board,San Mateo,At Kehoe Ave upstream of lagoon,10/8/2024 0:00,,Region 2 - San Francisco Bay,City Department,Leslie Creek,Detail,-122.29704,37.56547
San Mateo,Seal Slough,Seal Slough Marina Lagoon Parkside Aquatic Park,Last verified >90 days ago,6/27/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,5/10/2023 13:27,4094,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Dept of Water Resources,San Mateo,Seal Slough Marina Lagoon Parkside Aquatic Park,5/8/2023 0:00,,Region 2 - San Francisco Bay,,Seal Slough,Detail,-122.29150,37.56046
San Mateo,Windy Hill Open Space Preserve,Sausal pond off Portola Rd behind The Sequoias Portola Valley residences,Last verified >30 days ago,9/9/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",9/4/2024 8:58,4698,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Midpeninsula Regional Open Space District,San Mateo,Sausal pond off Portola Rd behind The Sequoias Portola Valley residences,8/22/2024 0:00,Local Park and Recreation Department,Region 2 - San Francisco Bay,,Windy Hill Open Space Preserve,Detail,-122.22406,37.37394
Santa Barbara,Pine Canyon,Pine Canyon ~2.2mi above Horseshoe Cyn. Cr.,Last verified >90 days ago,5/3/2024,,,5/3/2024 9:35,4463,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Santa Barbara,Pine Canyon ~2.2mi above Horseshoe Cyn. Cr.,4/22/2024 0:00,,Region 3 - Central Coast,,Pine Canyon,Detail,-120.11340,35.02400
Santa Clara,Arastradero Lake,Pearson-Arastradero Preserve,Last verified >30 days ago,8/23/2024,,,8/23/2024 7:07,4671,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Santa Clara,Pearson-Arastradero Preserve,8/23/2024 0:00,,Region 2 - San Francisco Bay,City Department,Arastradero Lake,Detail,-122.17651,37.38180
Santa Clara,Boronda Lake,Foothills Nature Preserve Palo Alto,Last verified >30 days ago,8/27/2024,Floating/planktonic bloom observed,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.",8/27/2024 12:00,4681,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,City of Palo Alto,Santa Clara,Foothills Nature Preserve Palo Alto,8/23/2024 0:00,City Department,Region 2 - San Francisco Bay,,Boronda Lake,Detail,-122.17593,37.36336
Santa Clara,Lake Almaden,NE side,Caution,11/8/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,10/28/2024 13:22,4739,Caution,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",,Santa Clara,NE side,10/27/2024 0:00,,Region 2 - San Francisco Bay,,Lake Almaden,Detail,-121.86968,37.24012
Santa Clara,Shoreline Lake,Shoreline Lake Park,Last verified >90 days ago,6/27/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",5/10/2023 13:35,4095,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,California Dept of Water Resources,Santa Clara,Shoreline Lake Park,5/8/2023 0:00,,Region 2 - San Francisco Bay,California Department of Water Resources,Shoreline Lake,Detail,-122.08813,37.43296
Santa Clara,Upper Lake,Bear Creek Redwoods Preserve near Alma parking,Last verified >30 days ago,9/9/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",9/4/2024 10:53,4699,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,Midpeninsula Regional Open Space District,Santa Clara,Bear Creek Redwoods Preserve near Alma parking,8/22/2024 0:00,Local Park and Recreation Department,Region 2 - San Francisco Bay,,Upper Lake,Detail,-122.00415,37.18371
Santa Cruz,Corcoran Lagoon,Corcoran Lagoon Beach,Last verified >90 days ago,6/19/2024,No cyano bloom w/photos,Visual observations of suspicious algae reported - Water Boards staff determined that no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae were present.,6/18/2024 16:55,4526,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,County of Santa Cruz,Santa Cruz,Corcoran Lagoon Beach,6/4/2024 0:00,Local Park and Recreation Department,Region 3 - Central Coast,,Corcoran Lagoon,Detail,-121.98438,36.95965
Santa Cruz,Monterey Bay,coastal water from Capitola to New Brighton beach,Last verified >90 days ago,6/7/2024,Under investigation,This report is under investigation.,6/6/2024 14:06,4513,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Private,Santa Cruz,coastal water from Capitola to New Brighton beach,6/5/2024 0:00,,Region 3 - Central Coast,,Monterey Bay,Detail,-121.94395,36.97498
Santa Cruz,Pinto Lake,Pinto Lake Boat Launch (PLS5),Last verified >90 days ago,8/5/2024,Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/17/2023 17:16,3978,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,City of Watsonville,Santa Cruz,Pinto Lake Boat Launch (PLS5),3/21/2022 0:00,City Department,Region 3 - Central Coast,City Department,Pinto Lake,Detail,-121.76791,36.95107
Santa Cruz,Valencia Creek,Valencia Creek near school,Last verified >90 days ago,7/11/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",7/11/2024 13:56,4585,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Santa Cruz,Valencia Creek near school,7/1/2024 0:00,,Region 3 - Central Coast,,Valencia Creek,Detail,-121.89090,36.97676
Shasta,Lake Britton,Lake Britton,Last verified >30 days ago,8/16/2024,Under investigation,This report is under investigation.,8/23/2024 9:54,4672,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Shasta,Lake Britton,8/15/2024 0:00,,Region 5 - Central Valley,,Lake Britton,Detail,-121.65216,41.03071
Sierra,Little Truckee River,~ 1 Mile Down Jackson Meadow Road,Last verified >30 days ago,10/9/2024,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",7/11/2024 15:26,4586,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,,Sierra,~ 1 Mile Down Jackson Meadow Road,6/19/2024 0:00,,Region 6 - Lahontan,,Little Truckee River,Detail,-120.29521,39.49121
Sierra,Little Truckee River,Little Truckee River ~0.8mi below Stampede Res. (636PS0086),Last verified >90 days ago,8/6/2024,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/15/2024 9:03,4658,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,CALIFORNIA DEPARTMENT OF FISH AND WILDLIFE,Sierra,Little Truckee River ~0.8mi below Stampede Res. (636PS0086),8/6/2024 0:00,,Region 6 - Lahontan,,Little Truckee River,Detail,-120.10310,39.46730
